nama_sertifikasi,score_rating,berbayar_free,lembaga_sertifikasi,available_unavailable,enrollment,metode,masa_berlaku,genre,url,source_file
Data Science Basics and Practical Approaches,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-basics-and-practical-approaches/,udemy_master_data.csv
Data Science for Marketing Analytics,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-for-marketing-analytics/,udemy_master_data.csv
K-Nearest Neighbors for Classification: Machine Learning,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/the-complete-k-nearest-neighbors-course-in-python/,udemy_master_data.csv
Data Science Methods and Techniques [2026],4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-methods-and-techniques-2024/,udemy_master_data.csv
Introduction to Machine Learning for Data Science,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/machine-learning-for-data-science/,udemy_master_data.csv
60 Days of Data Science Interview Prep:Let's Help U Crack It,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/60-days-of-data-science-interview-prep/,udemy_master_data.csv
Data Science & Deep Learning for Business™ 20 Case Studies,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-deep-learning-for-business-20-case-studies/,udemy_master_data.csv
Data Science & Machine Learning(Theory+Projects)A-Z 90 HOURS,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-machine-learningtheoryprojectsa-z-90-hours/,udemy_master_data.csv
Machine Learning & Data Science: The Complete Visual Guide,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/visual-guide-to-machine-learning/,udemy_master_data.csv
Python for Data Analysis & Business Intelligence,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-foundations-for-data-analysis/,udemy_master_data.csv
R Programming A-Z™: R For Data Science With Real Exercises!,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/r-programming/,udemy_master_data.csv
Python for Data Science: Learn Data Science From Scratch,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-for-data-science-learn-data-science-from-scratch/,udemy_master_data.csv
Machine Learning & Data Science for Beginners in Python,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-for-machine-learning-and-data-science-projects/,udemy_master_data.csv
Python Data Science: Regression & Forecasting,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-in-python-regression/,udemy_master_data.csv
Data Science A-Z: Hands-On Exercises & ChatGPT Prize [2026],4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/datascience/,udemy_master_data.csv
Learn Python for Data Science & Data Analysis (Part 1),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/learn-python-for-data-science-for-complete-beginners/,udemy_master_data.csv
Data Science for Beginners: Data Science Intro Course,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-for-the-beginner/,udemy_master_data.csv
"Decision Making with Probability & Statistics, Do it Right.",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/probability-statistics-mistakes-misconceptions-lessons/,udemy_master_data.csv
"Machine Learning, Data Science & AI Engineering with Python",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-and-machine-learning-with-python-hands-on/,udemy_master_data.csv
DATA SCIENCE with MACHINE LEARNING and DATA ANALYTICS,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-science-with-machine-learning-and-data-analytics/,udemy_master_data.csv
Data Analytics & Data Science for Executives,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/data-analytics-and-data-science-for-executives/,udemy_master_data.csv
Kaggle Master with Heart Attack Prediction Kaggle Project,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/kaggle-master-with-heart-attack-prediction-kaggle-project/,udemy_master_data.csv
Python For Everybody : Python Programming MADE EASY,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Science,https://www.udemy.com/course/python-programming-tutorial-a-z/,udemy_master_data.csv
Research Methods in Psychology (Certificate),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/research-methods-in-social-science-certificate/,udemy_master_data.csv
SPSS Masterclass: Learn SPSS Scratch to Advanced,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/spss-statistics-foundation-course-from-scratch-to-advanced/,udemy_master_data.csv
Certificate in Sociology,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/certificate-in-sociology/,udemy_master_data.csv
Systematic Literature Review : A Practical Guide,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/systematic-literature-review-a-practical-guide/,udemy_master_data.csv
Interdisciplinary research of Humanities and Social Sciences,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/interdisciplinary-research-of-humanities-and-social-sciences/,udemy_master_data.csv
Research Methods and Statistics: An Introduction (2023 Ed.),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/research-methods-and-statistics-advanced/,udemy_master_data.csv
Introduction to Psychology - College Level (Certificate),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/introduction-to-psychology-college-level/,udemy_master_data.csv
Learn Social Psychology,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/social-psychology/,udemy_master_data.csv
Research Methods Made Easy,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/research-methods-made-easy/,udemy_master_data.csv
Behavioral Research & Statistics for Psychology Beginners,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/behavioral-research-statistics-for-beginners/,udemy_master_data.csv
"Master Course in World Peace, Human Rights and Diplomacy 2.0",2.0,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/world-peace-human-rights-and-diplomacy/,udemy_master_data.csv
GED Exam Prep 2026 Practice Questions & Mock Exams,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/ged-exam-prep-2026-practice-questions-mock-exams/,udemy_master_data.csv
Module 12: Kỹ thuật thu thập thông tin nghiên cứu,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/module-12-ky-thuat-thu-thap-thong-tin-nghien-cuu/,udemy_master_data.csv
Module 14: Viết báo cáo nghiên cứu khoa học và Viết báo,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/module-14-viet-bao-cao-nghien-cuu-khoa-hoc-va-viet-bao/,udemy_master_data.csv
Intro to Social Psychology (Certificate of Completion),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/intro-to-social-psychology-certificate-of-completion/,udemy_master_data.csv
SPSS For Research,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/spss-for-research/,udemy_master_data.csv
Become a Probability & Statistics Master,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/statistics-probability/,udemy_master_data.csv
Psychology 101: The Science of Mind and Behavior,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/psychology-101-the-science-of-mind-and-behavior/,udemy_master_data.csv
Devil has 5 arms novel- par It 1-( social science),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/devil-has-5-arms-novel-part-1-social-science-novel-part1/,udemy_master_data.csv
Statistical Analysis and Research using Excel,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/statistical-analysis-and-research-using-excel/,udemy_master_data.csv
"FORENSIC PSYCHOLOGY: Profiling, Crime & Criminal Minds",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/forensic-psychology/,udemy_master_data.csv
Master Persuasion Psychology,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/persuasion-psychology-influence/,udemy_master_data.csv
Social Research Methods for Dummies,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/researchmethods/,udemy_master_data.csv
Industrial/Organizational Psychology (Cert. of Completion),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/industrialorganizational-psychology-io-psych-certificate/,udemy_master_data.csv
Quantitative Analysis & Statistics in Psychology,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/quantitative-analysis-statistics-in-psych-certificate/,udemy_master_data.csv
Complete Python with AI Skills to Get Your Dream IT Job,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/complete-python-with-ai-skills-to-get-your-dream-it-job/,udemy_master_data.csv
Psychometrics using SPSS and AMOS,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/psychometrics/,udemy_master_data.csv
"Machine Learning A-Z [2026]: ML, DL, AI with AWS, Python & R",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/machinelearning/,udemy_master_data.csv
A deep understanding of deep learning (with Python intro),4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/deeplearning_x/,udemy_master_data.csv
"GED 2026: Practice RLA, Math, Science, Soc. Studies +Visuals",4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/ged-2025-practice-rla-math-science-soc-studies-visuals/,udemy_master_data.csv
Understand the Mind: 15 Fascinating Psychology Studies,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/amazing-psychology-experiments/,udemy_master_data.csv
Statistics: A Step-by-step Introduction,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/statistics-intro/,udemy_master_data.csv
IBM SPSS AMOS Foundation Course: SEM Scratch to Advanced,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/sem-using-amos/,udemy_master_data.csv
Understanding our Political Economy,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/understanding-our-political-economy/,udemy_master_data.csv
Learn Data Science & Biostatistics with R and RStudio,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/rstudio-biostatistics-ggplot-regression-with-gtsummary/,udemy_master_data.csv
Systematic Literature Review: Bibliometrics in Bibliometrix,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/systematic-literature-review-bibliometrics-in-bibliometrix/,udemy_master_data.csv
Building Influence at Work,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/building-influence-at-work/,udemy_master_data.csv
Questionnaire Design and Data Analysis with SPSS and AMOS,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/questionnaire-design-and-data-analysis-with-spss-and-amos/,udemy_master_data.csv
The Science of Leadership,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/neuromanagement/,udemy_master_data.csv
Bayesian Machine Learning in Python: A/B Testing,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/bayesian-machine-learning-in-python-ab-testing/,udemy_master_data.csv
CRIMINAL PSYCHOLOGY: Personality Disorders & Crime,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/crime-psychology/,udemy_master_data.csv
Devil has 5 arms novel- part 2- social science novel,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/devil-has-5-arms-novel-part-2-social-science-novel/,udemy_master_data.csv
Social Psychology: Understanding Human Behavior,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/social-psychology-understanding-human-behavior/,udemy_master_data.csv
Effective Academic Writing: Write Papers that Get Results,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/nbeacademicwriting/,udemy_master_data.csv
Social Complexity An Introduction,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/social-complexity/,udemy_master_data.csv
A Complete Guide to the PhD Degree: From Application to Viva,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/a-complete-guide-to-the-phd-degree-from-application-to-viva/,udemy_master_data.csv
SPSS for Data Analysis: Complete SPSS Tutorials,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/practical-data-analysis-with-spss/,udemy_master_data.csv
Master Your Emotions and Revolutionise Your Social Skills,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/emotional-intelligence-and-social-skills-online-course/,udemy_master_data.csv
Bayesian Statistics for Data Science,4.5,Free,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/bayesian-intro/,udemy_master_data.csv
Bibliometric Analysis: A Theoretical Stepwise Guide,4.5,Paid,Udemy,Available,0,Self-Paced,Lifetime Access,Social Science,https://www.udemy.com/course/bibliometric-analysis-a-theoretical-and-practical-guide/,udemy_master_data.csv
